id,title,date,location
8566,Budapest Open - Felnőtt C LAT 2018.02.18,2018.02.18,Budapest
8567,IV. Danza Kupa - Ifjúsági D Standard 2015.10.18,2015.10.18,Budapest
8568,I. C&M KUPA - Junior I D Standard 2016.10.02,2016.10.02,Siófok
8569,C Országos Bajnokság és Klubközi Táncverseny - OB Ifjúsági C LAT 2022.11.05,2022.11.05,5000 Szolnok Stadion utca 9735
8570,-  0000.00.00,0000.00.00,
8571,"SZIGO Kupa Felnőtt-Ifjúsági standard, Junior latin, Senior standard - Gyermek II E Standard 2019.04.13",2019.04.13,Siklós
8572,I. Sundance Kupa - Ifjúsági E Standard 2017.05.07,2017.05.07,Baja
8573,I. Érdi Kupa - Junior I E Standard 2025.02.02,2025.02.02,"ÉRD Aréna, 2030. Érd, Velencei út 39-41"
8574,XII. FEKETE SAS KUPA - Felnőtt D Standard 2017.11.04,2017.11.04,Hódmezővásárhely
8575,Kelet-Magyarország Területi Bajnokság - TB Felnőtt D Standard 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
8576,D Országos Bajnokság - OB Senior II D LAT 2016.10.22,2016.10.22,Pécs
8577,"U21 Standard, Latin,Kűr Magyar Bajnokság és klubközi táncverseny - S3-C-LAT 2019.05.25",2019.05.25,4254 Nyíradony Millenium sétány 1
8578,"Felnőtt, Ifjúsági Standard Junior Tíztánc Ranglista és klubközi verseny - Gyerek II. ""E"" LAT 2014.11.29",2014.11.29,Szentes
8579,"Tíztánc Magyar Bajnokság, Nyolctánc Magyar Bajnokság - Szóló Junior E LAT 2023.03.18",2023.03.18,"9700 Szombathely, Március 15 tér 5"
8580,RITMO KUPA - Felnőtt C LAT 2022.06.04,2022.06.04,"7761 Kozármisleny, Alkotmány tér 53"
8581,TáncSport Magyar Bajnokság 2020 - MB Junior II  LAT 2020.10.03,2020.10.03,"700 Szombathely, Március 15. tér 5"
8582,Kelet-Magyarország Területi Bajnokság - TB Gyermek II D STT 2015.03.07,2015.03.07,Nyíradony
8583,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Tíztánc Ranglista és Klubközi Táncverseny - Junior II E Standard 2017.10.07",2017.10.07,Hajdúböszörmény
8584,XXIV.Zánkai Táncfesztivál - Felnőtt A LAT 2018.08.19,2018.08.19,Zánka
8585,XXII. ZÁNKAI TÁNCFESZTIVÁL - Gyermek I E Standard 2016.08.26,2016.08.26,Zánka
8586,12. Danza Kupa - Felnőtt D LAT 2020.03.01,2020.03.01,"1044 Budapest, Megyeri út 6"
8587,Kelet-Magyarország Területi Bajnokság - Junior I. - D Standard 2014.02.22,2014.02.22,Nyíradony
8588,-  0000.00.00,0000.00.00,
8589,II. Universe Kupa - Ifjúsági E Standard 2019.05.04,2019.05.04,Debrecen
8590,XII. Ritmo Kupa - Felnőtt D LAT 2015.09.27,2015.09.27,Pécs
8591,Nyugat- Magyarország Területi Bajnokság - TB Junior I C LAT 2019.03.02,2019.03.02,Kaposvár
8592,VI. Eraklin Kupa - Junior II E LAT 2016.11.19,2016.11.19,Nagykanizsa
8593,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - Junior I E Standard 2018.04.22",2018.04.22,Zalaegerszeg
8594,Balaton Summer Táncverseny - Ifjúsági C Standard 2021.08.14,2021.08.14,"Marcali, Park u. 16"
8595,Nyugat-Magyarország TB - Szóló Junior II. D Standard 2025.03.01,2025.03.01,7400 Kaposvár Aréna Arany János utca 97
8596,-  0000.00.00,0000.00.00,
8597,Budapest Bajnokság - TB Senior III E LAT 2017.03.18,2017.03.18,Budapest
8598,"ISIS DANCE OPEN - Felnőtt-Ifjúsági Tíztánc, Junior Standard Ranglista - Junior II D LAT 2016.11.26",2016.11.26,Szombathely
8599,XIII. Ametiszt Kupa - Ifjúsági D Standard 2017.12.03,2017.12.03,Kaposvár
8600,"MTÁSZ E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - Ifjúsági C LAT 2019.09.14",2019.09.14,Csömör
8601,DanceNet Kupa - Ifjúsági D LAT 2023.12.17,2023.12.17,"Csömör, Major út 7-9"
8602,VI. Kner Kupa C és B Tíztánc OB és Klubközi Táncverseny - Gyerek I. Tánciskolás Standard 2014.04.05,2014.04.05,Mezőtúr
8603,"XIII. RexTerra Kupa - C Országos Bajnokság, U21 Latin Magyar Bajnokság - OB Felnőtt C Standard 2017.11.25",2017.11.25,Kiskunhalas
8604,"C Tíztánc Országos Bajnokság, B Tíztánc Országos Bajnokság és Klubközi Táncverseny - OB Junior I B Tíztánc 2017.04.01",2017.04.01,Pécs
8605,Szigo Kupa - Ranglista Junior  Tíztánc 2021.06.12,2021.06.12,"Siklós, Gyűdi út 2"
8606,Közép-Magyarország TB - TB Senior IV Open Standard 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
8607,Balaton Summer Táncverseny - Senior II E LAT 2023.08.12,2023.08.12,"Marcali, Park utca 16"
8608,VII. Hatvan Kupa - JUNIOR2-Kezdő-LAT 2015.05.10,2015.05.10,Hatvan
8609,C és B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági E LAT 2018.04.14,2018.04.14,Szekszárd
8610,III. Sundance Kupa és Ranglista Bajnokság - Ifjúsági D Standard 2019.11.02,2019.11.02,"Baja, Duna utca 33"
8611,Nyugat-Magyarország Területi Bajnokság - TB Junior I C LAT 2015.03.07,2015.03.07,Kaposvár
8612,"C Országos Bajnokság, U21 Standard és Latin Magyar Bajnokság és Klubközi Verseny - OB Senior I C Standard 2015.11.14",2015.11.14,Nyíradony
8613,III. Fonyód Kupa - Felnőtt C LAT 2017.06.11,2017.06.11,Fonyód
8614,VI. Danza Kupa - Junior II D LAT 2016.09.18,2016.09.18,Budapest
8615,"Felnőtt-Ifjúsági standard, Junior latin, Senior standard RL, C OB és Klubközi Táncverseny - Junior I E Standard 2020.11.08",2020.11.08,"4029 Debrecen,Monti ezredes u. 3"
8616,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Standard Ranglista - Ifjúsági B LAT 2018.11.03",2018.11.03,Algyő
8617,"E OB, U21 10 Tánc MB és Klubközi Verseny - Szóló Junior II. E Standard 2024.09.07",2024.09.07,"Csömöri Sportcsarnok 2141. Csömör, Major út 7-9"
8618,"I. Danza Kupa - Felnőtt ""E"" LAT 2014.06.28",2014.06.28,Budapest
8619,"TáncSport Magyar Bajnokság, C és B Tíztánc Országos Bajnokság - MB Junior I  Standard 2023.04.15",2023.04.15,"1213 Budapest, Hollandi út 8"
8620,"iDanceKupa2016 - Felnőtt-Ifjúsági Tíztánc, Junior Latin Ranglista, Professzionista Latin Ranglistaverseny - Junior II E LAT 2016.03.19",2016.03.19,Pécs
8621,III. C&M Kupa - Junior I D Standard 2018.10.28,2018.10.28,Siófok
8622,SAVARIA Nemzetközi Táncverseny - Felnőtt D Standard 2024.12.14,2024.12.14,"9700 Szombathely, Rohonci út 3"
8623,TáncSport Magyar Bajnokságok 2016 - Formáció Junior B Liga LAT 2016.01.30,2016.01.30,Szigetszentmiklós
8624,-  0000.00.00,0000.00.00,
8625,XXIV.Zánkai Táncfesztivál - Junior II D Standard 2018.08.19,2018.08.19,Zánka
8626,XVI. Hatvan Kupa - Felnőtt E Standard 2024.05.11,2024.05.11,"3000. Hatvan, Balassi Bálint út 2"
8627,"VILÁGTÁNCFESZTIVÁL - FELNŐTT-IFJÚSÁGI LATIN, JUNIOR STANDARD, SENIOR LATIN, PROFESSZIONISTA STANDARD RANGLISTAVERSENY, KLUBKÖZI TÁNCVERSENYEK - Ifjúsági D LAT 2018.05.05",2018.05.05,Budapest
8628,"XIV. RexTerra Kupa, Ranglista és klubközi versenyek - Gyermek II D Standard 2019.11.30",2019.11.30,6400 Kiskunhalas Kossuth utca 23
8629,XIII. FEKETE SAS KUPA - Ifjúsági B LAT 2018.11.18,2018.11.18,Hódmezővásárhely
8630,-  0000.00.00,0000.00.00,
8631,"IX. Kner Kupa - Felnőtt-Ifjúsági Latin, Junior Standard Ranglista Professzionista Standard Ranglista és klubközi táncverseny - Senior I D LAT 2016.04.09",2016.04.09,Mezőtúr
8632,VIII. Hatvan Kupa - Felnőtt D Standard 2016.05.29,2016.05.29,Hatvan
8633,"MTÁSZ E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - OB Felnőtt E LAT 2018.09.15",2018.09.15,Csömör
8634,"XIII. Eraklin Kupa- D Országos Bajnokság, Cséplő Dániel Emlékkupa - OB Junior II D Standard 2024.10.05",2024.10.05,"8800 Nagykanizsa, Táborhely u. 4"
8635,XI. Fregolina Kupa - Junior I. Standard 2014.10.25,2014.10.25,Békés
8636,Nyugat- Magyarország Területi Bajnokság - Junior II E LAT 2022.02.19,2022.02.19,7400 Kaposvár Arany János út 97
8637,XIV. Ametiszt Kupa - Ifjúsági B LAT 2019.11.23,2019.11.23,7400 Kaposvár Arany János út 97
8638,-  0000.00.00,0000.00.00,
8639,77. DanceNet Kupa - Junior I E Standard 2021.05.29,2021.05.29,"2141. Csömör, Major út 7-9"
8640,Nyugat-Magyarország Területi Bajnokság - Szóló Ifjúsági D LAT 2024.03.02,2024.03.02,Kaposvár Aréna 7400 Kaposvár Arany János utca 97
8641,Kelet-Magyarország TB - Szóló Gyermek II. E Standard 2025.03.01,2025.03.01,"Kunszentmárton, Kossuth Lajos utca 40"
8642,"XI FORMA kupa D országos Bajnokság, U 21 Tíztánc Magyar Bajnoksága - OB Ifjúsági D Standard 2017.10.14",2017.10.14,Algyő
8643,Szőke Tisza 2022 - Junior I E LAT 2022.06.12,2022.06.12,Szeged. Városi Sportcsarnok
8644,Közép-Magyarország Területi Bajnokság - TB Felnőtt E Standard 2023.02.26,2023.02.26,"Csömör, Major út 7-9"
8645,I. Fonyód Kupa - Gyermek II E Standard 2015.06.07,2015.06.07,Fonyód
8646,TáncSport Magyar Bajnokságok 2017 - LAT Mix Junior B Liga Formációs Táncok Magyar Bajnoksága 2017.02.04,2017.02.04,Szigetszentmiklós
8647,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság - Felnőtt D Standard 2018.02.17",2018.02.17,Kozármisleny
8648,Budapest Bajnokság - TB Felnőtt E Standard 2017.03.18,2017.03.18,Budapest
8649,34. Bem kupa - Junior I C LAT 2023.10.01,2023.10.01,"1108 Budapest, Mádi u. 173"
8650,33. Bem kupa - Senior IV Open Standard 2022.10.16,2022.10.16,"1108 Budapest, Mádi u. 173"
8651,-  0000.00.00,0000.00.00,
8652,XI. Ametiszt kupa - Ifjúsági Haladó Lány Szóló LAT 2015.10.10,2015.10.10,Kaposmérő
8653,IX. Hatvan Kupa - Ifjúsági D LAT 2017.05.06,2017.05.06,Hatvan
8654,"SZIGO Kupa Felnőtt-Ifjúsági standard, Junior latin, Senior standard - Felnőtt D Standard 2019.04.13",2019.04.13,Siklós
8655,XX. Lászlóvill Kupa - Junior I D Standard 2022.05.21,2022.05.21,"Székesfehérvár, Verseci u. 1-15"
8656,-  0000.00.00,0000.00.00,
8657,"U21 Standard, Latin,Kűr Magyar Bajnokság és klubközi táncverseny - J2-B-STT 2019.05.25",2019.05.25,4254 Nyíradony Millenium sétány 1
8658,"V. Duna Kupa D Országos Bajnokság - Ifjúsági ""C"" LAT 2014.11.16",2014.11.16,Mohács
8659,Kelet-Magyarország Területi Bajnokság - TB Ifjúsági A Standard 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
8660,HODC (Hungarian Open Dancesport Championship) - Junior I-II B Standard 2016.10.29,2016.10.29,Budapest
8661,I. Sundance Kupa - Junior II E LAT 2017.05.07,2017.05.07,Baja
8662,I. Érdi Kupa - Junior I C Standard 2025.02.02,2025.02.02,"ÉRD Aréna, 2030. Érd, Velencei út 39-41"
8663,XII. FEKETE SAS KUPA - Junior II E LAT 2017.11.04,2017.11.04,Hódmezővásárhely
8664,-  0000.00.00,0000.00.00,
8665,Ametiszt Kupa - Szóló Felnőtt E LAT 2022.10.29,2022.10.29,7400 Kaposvár Arany János út 97
8666,Kelet-Magyarország Területi Bajnokság - Szóló Gyermek II. E Standard 2024.03.02,2024.03.02,"5440 Kunszentmárton, Kossuth Lajos utca 40"
8667,IV. Danza Kupa - Ifjúsági B Standard 2015.10.18,2015.10.18,Budapest
8668,Budapest Open - Senior I-III C Standard 2018.02.18,2018.02.18,Budapest
8669,"Ametiszt Kupa és Senior-Felnőtt-Ifjúsági tíztánc, Junior latin, Profi standard RL - Junior II C Standard 2023.10.28",2023.10.28,Kaposvár Városi Sportcsarnok
8670,Forma Kupa - D Országos Bajnokság - OB Junior I D Standard 2021.10.02,2021.10.02,"6727 Szeged, Acél u 10"
8671,Kelet-Magyarország Területi Bajnokság - TB Senior I E LAT 2020.03.07,2020.03.07,Algyői Fehér Ignác Általános Iskola Sportcsarnoka
8672,"Senior-Felnőtt-Ifjúsági Tíztánc, Junior Standard, Profi Latin RL és Klubközi verseny - Szóló Gyermek II. E LAT 2024.06.01",2024.06.01,"6640 Csongrád, Gyöngyvirág u. 16/A"
8673,Buda Open International Dance Festival 2018 - OPEN STANDARD YOUTH 2018.04.28,2018.04.28,Budapest
8674,TáncSport Magyar Bajnokság és WDSF Hungarian Dance Open 2019 - MB Junior I LAT 2019.02.02,2019.02.02,Budapest
8675,Nyugat-Magyarország Területi Bajnokság - TB Gyermek II E Standard 2016.03.12,2016.03.12,Kaposmérő
8676,-  0000.00.00,0000.00.00,
8677,XVI. Hatvan Kupa - Szóló Ifjúsági E Standard 2024.05.11,2024.05.11,"3000. Hatvan, Balassi Bálint út 2"
8678,XIV. Ritmo Kupa Klubközi és Szabadidős Táncverseny - Junior I B LAT 2018.09.29,2018.09.29,Pécs
8679,Ritmo Kupa - Junior I D LAT 2024.11.09,2024.11.09,"7624 Pécs, Ifjúság útja 6"
8680,Budapest Bajnokság - TB Senior I Open LAT 2017.03.18,2017.03.18,Budapest
8681,XXI. Zánkai Táncfesztivál - Senior I D LAT 2015.08.24,2015.08.24,Zánka
8682,Balaton Summer Táncverseny - Szóló Junior E LAT 2022.08.13,2022.08.13,"8700 Marcali, Park utca 16"
8683,VII. Forma Kupa - Gyerek-Junior-Ifjúsági-Felnőtt 2014.04.12,2014.04.12,Algyő
8684,-  0000.00.00,0000.00.00,
8685,Nyugat- Magyarország Területi Bajnokság - TB Senior II C Standard 2019.03.02,2019.03.02,Kaposvár
8686,Balaton Summer Táncverseny - Junior II C Standard 2021.08.14,2021.08.14,"Marcali, Park u. 16"
8687,Nyugat-Magyarország TB - TB Felnőtt A LAT 2025.03.01,2025.03.01,7400 Kaposvár Aréna Arany János utca 97
8688,VI. Eraklin Kupa - Felnőtt E LAT 2016.11.19,2016.11.19,Nagykanizsa
8689,"XIX.Gála Kupa Felnőtt-Ifjúsági Standard,Junior Latin,Senior Standard Ranglistaverseny és Klubközi Táncverseny - Junior I C Standard 2018.04.22",2018.04.22,Zalaegerszeg
8690,VII. Hatvan Kupa - Junior I E LAT 2015.05.10,2015.05.10,Hatvan
8691,Nyugat- Magyarország Területi Bajnokság - TB Gyermek I D LAT 2019.03.02,2019.03.02,Kaposvár
8692,"I. Szoldance Kupa -Hattánc, Nyolctánc Országos Bajnokság és Klubközi Táncverseny - Ifjúsági B Standard 2023.02.11",2023.02.11,"5000 Szolnok, Tiszaligeti sétány 2"
8693,30. Bem kupa - Gyermek II - Junior I D Standard 2019.05.12,2019.05.12,Budapest
8694,RexTerra Kupa - Professzionalista Standard Ranglista 2015.10.03,2015.10.03,Kiskunhalas
8695,-  0000.00.00,0000.00.00,
8696,TáncSport Magyar Bajnokság 2022 - Gyermek  Standard 2022.03.05,2022.03.05,"1213 Budapest, Hollandi út 8"
8697,Kelet-Magyarország Területi Bajnokság - Ifjúsági - D LAT 2014.02.22,2014.02.22,Nyíradony
8698,XXII. Lászlóvill Kupa - Ifjúsági E LAT 2024.04.13,2024.04.13,Wekerle Sándor Szabadidőközpont Mór
8699,12. Danza Kupa - Ifjúsági E Hattánc 2020.03.01,2020.03.01,"1044 Budapest, Megyeri út 6"
8700,XXIV.Zánkai Táncfesztivál - Junior II C LAT 2018.08.19,2018.08.19,Zánka
8701,Szőke Tisza 2016 - Junior II D LAT 2016.06.18,2016.06.18,Szeged
8702,"Felnőtt-Ifjúsági Standard, Junior Latin, Senior Tíztánc Ranglista és Klubközi Táncverseny - Felnőtt D Standard 2017.10.07",2017.10.07,Hajdúböszörmény
8703,TáncSport Magyar Bajnokságok - Kűr Felnőtt Standard Magyar Bajnokság 2015.02.22,2015.02.22,Szigetszentmiklós
8704,Spirit Kupa Kiskunmajsa - Ifjúsági B LAT 2021.10.30,2021.10.30,"6120 Kiskunmajsa, Iskola utca 17"
8705,TáncSport Magyar Bajnokság 2020 - Formáció Junior Lányformáció LAT 2020.10.03,2020.10.03,"700 Szombathely, Március 15. tér 5"
8706,-  0000.00.00,0000.00.00,
8707,TáncSport Magyar Bajnokságok 2016 - MB Junior II LAT 2016.01.30,2016.01.30,Szigetszentmiklós
8708,"iDanceKupa2016 - Felnőtt-Ifjúsági Tíztánc, Junior Latin Ranglista, Professzionista Latin Ranglistaverseny - Junior II C LAT 2016.03.19",2016.03.19,Pécs
8709,III. C&M Kupa - Ifjúsági E LAT 2018.10.28,2018.10.28,Siófok
8710,"I. Danza Kupa - Senior ""C"" LAT 2014.06.28",2014.06.28,Budapest
8711,"Felnőtt-Ifjúsági standard, Junior latin, Senior standard RL, C OB és Klubközi Táncverseny - Ifjúsági B Standard 2020.11.08",2020.11.08,"4029 Debrecen,Monti ezredes u. 3"
8712,XXII. ZÁNKAI TÁNCFESZTIVÁL - Felnőtt D Standard 2016.08.27,2016.08.27,Zánka
8713,XXIII.Zánkai Táncfesztivál (2017) - Gyermek II E LAT 2017.08.19,2017.08.19,Zánka
8714,Kelet-Magyarország Területi Bajnokság - TB Senior III D LAT 2015.03.07,2015.03.07,Nyíradony
8715,VII. Hatvan Kupa - IFJÚSÁGI-Haladó-LAT 2015.05.10,2015.05.10,Hatvan
8716,III. Sundance Kupa és Ranglista Bajnokság - Felnõtt C Standard 2019.11.02,2019.11.02,"Baja, Duna utca 33"
8717,Szigo Kupa - Junior I D Standard 2021.06.12,2021.06.12,"Siklós, Gyűdi út 2"
8718,Közép-Magyarország TB - TB Felnőtt C LAT 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
8719,"XIII. RexTerra Kupa - C Országos Bajnokság, U21 Latin Magyar Bajnokság - OB Gyermek II C Standard 2017.11.25",2017.11.25,Kiskunhalas
8720,"C Tíztánc Országos Bajnokság, B Tíztánc Országos Bajnokság és Klubközi Táncverseny - Junior I D Standard 2017.04.01",2017.04.01,Pécs
8721,"VI. Kner Kupa C és B Tíztánc OB és Klubközi Táncverseny - Junior II. ""D"" Standard 2014.04.05",2014.04.05,Mezőtúr
8722,"MTÁSZ E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - OB Gyermek I E Standard 2019.09.14",2019.09.14,Csömör
8723,"ISIS DANCE OPEN - Felnőtt-Ifjúsági Tíztánc, Junior Standard Ranglista - Ifjúsági E LAT 2016.11.26",2016.11.26,Szombathely
8724,Közép-Magyarország TB - TB Senior I C LAT 2025.03.02,2025.03.02,"Csömöri Sportcsarnok,Csömör, Major út 7-9"
8725,33. Bem kupa - Felnőtt C LAT 2022.10.16,2022.10.16,"1108 Budapest, Mádi u. 173"
8726,RexTerra Kupa - Ifjúsági E Standard 2015.10.03,2015.10.03,Kiskunhalas
8727,III. Szoldance Kupa - OB Ifjúsági E Hattánc 2025.02.08,2025.02.08,"5000 Szolnok, Hild János tér 1"
8728,TáncSport Magyar Bajnokságok 2018 - Kűr MB Felnőtt Standard 2018.02.04,2018.02.04,Szigetszentmiklós
8729,XII. Eraklin Kupa- D Országos Bajnokság - OB Gyermek II D LAT 2023.10.07,2023.10.07,"8800 Nagykanizsa, Táborhely u. 4"
8730,Balaton Summer Táncverseny - Felnőtt B LAT 2022.08.13,2022.08.13,"8700 Marcali, Park utca 16"
8731,Közép-Magyarország Területi Bajnokság - Paradance Duó LAT 2023.02.26,2023.02.26,"Csömör, Major út 7-9"
8732,I. Gyulai Táncfesztivál - J1-OPEN-LAT 2019.07.21,2019.07.21,Prohászka Zsolt Városi Tornacsarnok
8733,Szőke Tisza 2015 - Felnőtt B Standard 2015.06.20,2015.06.20,Szeged
8734,Nyugat-Magyarország Területi Bajnokság - TB Ifjúsági D LAT 2024.03.02,2024.03.02,Kaposvár Aréna 7400 Kaposvár Arany János utca 97
8735,XIII. Ritmo Kupa - Junior I E Standard 2016.10.09,2016.10.09,Mohács
8736,III. Fonyód Kupa - Ifjúsági E Standard 2017.06.11,2017.06.11,Fonyód
8737,Kelet-Magyarország TB - TB Gyermek II D LAT 2025.03.01,2025.03.01,"Kunszentmárton, Kossuth Lajos utca 40"
8738,9. Danza Kupa Újpest - Felnőtt E LAT 2017.10.15,2017.10.15,Budapest
8739,"B-A-S, Senior Open Osztályos Országos Társastánc Bajnokság - OB Senior I Open LAT 2022.11.26",2022.11.26,"5600 Békéscsaba, Széchenyi u. 4"
8740,"E Hattánc Országos Bajnokság, D Nyolctánc Országos Bajnokság és Klubközi Verseny - Junior I D Nyolctánc Országos Bajnokság 2015.03.28",2015.03.28,Szekszárd
8741,Kelet-Magyarország Területi Bajnokság - Junior II E LAT 2022.02.19,2022.02.19,"4060 Balmazújváros, Kastélykert utca 2"
8742,V. FULLDANCE KUPA - Ifjúsági D LAT 2018.09.08,2018.09.08,Tápiószentmárton
8743,XXV. Gála Kupa - Felnőtt A LAT 2024.10.20,2024.10.20,"8900 Zalaegerszeg, Stadion u. 3"
8744,"E OB, U21 tíztánc MB és klubközi táncverseny - OB Junior II E LAT 2021.09.11",2021.09.11,"7761 Kozármisleny, Alkotmány tér 53"
8745,"""D"" OB és Klubközi Táncverseny - Junior I C LAT 2020.09.19",2020.09.19,"7761 Kozármisleny, Alkotmány tér 53"
8746,"Botafogo Kupa, Országos Ranglista és klubközi táncversenyek - Junior I E LAT 2024.04.27",2024.04.27,"1213 Budapest, Hollandi út 8"
8747,Universe Kupa - Junior I-II D Standard 2018.05.19,2018.05.19,Debrecen
8748,XIII. FEKETE SAS KUPA - Ifjúsági középhaladó latin 2018.11.18,2018.11.18,Hódmezővásárhely
8749,-  0000.00.00,0000.00.00,
8750,Közép-Magyarország Területi Bajnokság - Senior III Open LAT 2022.02.20,2022.02.20,"Csömör, Major út 7-9"
8751,"Felnőtt-Ifjúsági Tíztánc, Junior Standard és Hivatásos Ranglista - Junior I. - Haladó - Standard 2014.03.08",2014.03.08,Szolnok
8752,"E Országos Bajnokság, U21 10 Tánc Magyar Bajnokság és Klubközi Verseny - MB U21  10 Tánc 2020.09.12",2020.09.12,"2146. Mogyoród, Iskola út 5"
8753,"Lászlóvill Kupa Felnőtt-Ifjúsági Standard, Junior Tíztánc Ranglista és Klubközi Táncverseny - Felnőtt C LAT 2016.05.07",2016.05.07,Székesfehérvár
8754,II. Sundance Kupa - D Országos Bajnokság - OB Ifjúsági D Standard 2018.10.06,2018.10.06,Baja
8755,Ritmo Kupa - OB Senior IV C Standard 2024.11.09,2024.11.09,"7624 Pécs, Ifjúság útja 6"
8756,II. Cséplő Dániel Emlékverseny - Ifjúsági Kezdő LAT 2014.09.21,2014.09.21,Nagykanizsa
8757,Közép-Magyarország Területi Bajnokság - Junior I E LAT 2022.02.20,2022.02.20,"Csömör, Major út 7-9"
8758,"Felnőtt-Ifjúsági Tíztánc, Junior Standard és Hivatásos Ranglista - Hivatásos Standard Ranglista 2014.03.08",2014.03.08,Szolnok
8759,XII. Zala Open és Formációs Táncok Magyar Bajnoksága - Junior LAT Formáció B liga MB 2019.10.26,2019.10.26,"Zalakerámia Sport- és Rendezvénycsarnok, Zalaegers"
8760,IV. Sundance Kupa E hattánc D Nyolctánc OB - OB Gyermek II E 6 tánc 2021.05.08,2021.05.08,6440 Jánoshalma Bernáth Zoltán utca 1
